"GEO","TIME","INDIC_ED","UNIT","Value","Flag and Footnotes"
"Liechtenstein","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Liechtenstein","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.31",""
"Liechtenstein","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.90",""
"Liechtenstein","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.23",""
"Liechtenstein","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.30",""
"Liechtenstein","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Liechtenstein","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.37",""
"Liechtenstein","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.68",""
"Liechtenstein","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.19",""
"Liechtenstein","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.15",""
"Liechtenstein","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Liechtenstein","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33",""
"Liechtenstein","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.53",""
"Liechtenstein","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.98",""
"Liechtenstein","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.24",""
"Liechtenstein","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Liechtenstein","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.32",""
"Norway","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.58","d"
"Norway","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.93",""
"Norway","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.51",""
"Norway","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.08",""
"Norway","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.05","d"
"Norway","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.55",""
"Norway","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.01",""
"Norway","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.72",""
"Norway","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.29",""
"Norway","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.52","d"
"Norway","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.42",""
"Norway","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.87",""
"Norway","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61",""
"Norway","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.38",""
"Norway","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.56","d"
"Norway","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.97",""
"Norway","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.75",""
"Norway","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33",""
"Norway","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.26",""
"Norway","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.65","d"
"Norway","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.49",""
"Norway","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.66",""
"Norway","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.28",""
"Norway","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.05",""
"Norway","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50","d"
"Norway","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.66",""
"Norway","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.66",""
"Norway","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33",""
"Norway","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.13",""
"Norway","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.54","d"
"Norway","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.40",""
"Norway","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.61",""
"Norway","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.23",""
"Norway","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.05",""
"Norway","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.51","d"
"Norway","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.24",""
"Norway","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.89",""
"Norway","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.54",""
"Norway","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.20",""
"Norway","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.61","d"
"Norway","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.87",""
"Norway","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.83",""
"Norway","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.43",""
"Norway","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.04",""
"Norway","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.58",""
"Norway","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.66",""
"Norway","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.70",""
"Norway","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.28",""
"Norway","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.12",""
"Norway","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55",""
"Switzerland","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.57",""
"Switzerland","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.55",""
"Switzerland","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34",""
"Switzerland","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.37",""
"Switzerland","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.31",""
"Switzerland","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.72",""
"Switzerland","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.58",""
"Switzerland","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.34",""
"Switzerland","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.47",""
"Switzerland","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.33",""
"Switzerland","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.55",""
"Switzerland","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.57",""
"Switzerland","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.25",""
"Switzerland","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.42",""
"Switzerland","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.32",""
"Switzerland","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.52",""
"Switzerland","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.50",""
"Switzerland","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.28",""
"Switzerland","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.41",""
"Switzerland","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.32",""
"Switzerland","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.28",""
"Switzerland","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.41",""
"Switzerland","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17",""
"Switzerland","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.39",""
"Switzerland","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.31",""
"Switzerland","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.88",""
"Switzerland","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.34",""
"Switzerland","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06",""
"Switzerland","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.14",""
"Switzerland","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34",""
"Switzerland","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.95",""
"Switzerland","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.38",""
"Switzerland","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.06",""
"Switzerland","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.22",""
"Switzerland","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.28",""
"Switzerland","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.36",""
"Switzerland","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.50",""
"Switzerland","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.22",""
"Switzerland","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.35",""
"Switzerland","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.29",""
"Switzerland","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.22",""
"Switzerland","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.46",""
"Switzerland","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.16",""
"Switzerland","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.32",""
"Switzerland","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.28",""
"Switzerland","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.28",""
"Switzerland","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.53",""
"Switzerland","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.10",""
"Switzerland","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.37",""
"Switzerland","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.28",""
"Former Yugoslav Republic of Macedonia, the","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.35","i"
"Former Yugoslav Republic of Macedonia, the","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.00","i"
"Former Yugoslav Republic of Macedonia, the","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.80","i"
"Former Yugoslav Republic of Macedonia, the","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.55","i"
"Former Yugoslav Republic of Macedonia, the","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":","i"
"Former Yugoslav Republic of Macedonia, the","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.30","i"
"Former Yugoslav Republic of Macedonia, the","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.02","i"
"Former Yugoslav Republic of Macedonia, the","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.79","i"
"Former Yugoslav Republic of Macedonia, the","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.50","i"
"Former Yugoslav Republic of Macedonia, the","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":","i"
"Former Yugoslav Republic of Macedonia, the","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Former Yugoslav Republic of Macedonia, the","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.82","i"
"Turkey","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.29","i"
"Turkey","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.58","i"
"Turkey","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.95","i"
"Turkey","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":","u"
"Turkey","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.96","i"
"Turkey","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.37","i"
"Turkey","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.63","i"
"Turkey","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.96","i"
"Turkey","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.12",""
"Turkey","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.55","i"
"Turkey","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.68","i"
"Turkey","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.87","i"
"Turkey","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.02",""
"Turkey","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Turkey","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Turkey","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Turkey","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Turkey","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.86",""
"Turkey","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.33",""
"Turkey","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.62",""
"Turkey","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.91",""
"Turkey","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Turkey","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Turkey","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Turkey","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Turkey","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Turkey","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Turkey","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Turkey","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Turkey","2008","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2009","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Turkey","2009","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Turkey","2009","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Turkey","2009","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Turkey","2009","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Turkey","2010","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Turkey","2010","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.71",""
"Turkey","2010","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.82",""
"Turkey","2010","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Turkey","2010","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.04",""
"Turkey","2011","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.07",""
"Turkey","2011","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.95",""
"Turkey","2011","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.41",""
"Turkey","2011","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.54",""
"Turkey","2011","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.17",""
"Albania","2002","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":","i"
"Albania","2002","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":","i"
"Albania","2002","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":","i"
"Albania","2002","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":","i"
"Albania","2002","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":","i"
"Albania","2003","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2003","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2003","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2003","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2003","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2004","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2004","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2004","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2004","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2004","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2005","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2005","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2005","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2005","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2005","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2006","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2006","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2006","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2006","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2006","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2007","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2007","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2007","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2007","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
"Albania","2007","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":",""
"Albania","2008","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":",""
"Albania","2008","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":",""
"Albania","2008","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":",""
"Albania","2008","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":",""
